,time [s],voltage [V],current [A]
346,2.57075,-0.306046,-0.136046
347,2.578333,-0.306845,-0.166743
348,2.585917,-0.307589,-0.136977
349,2.5935,-0.308404,-0.161722
350,2.601084,-0.309078,-0.136529
351,2.608667,-0.30991,-0.155415
352,2.61625,-0.310559,-0.136967
353,2.623833,-0.311414,-0.148414
354,2.631417,-0.312098,-0.139408
355,2.639,-0.312972,-0.142709
356,2.646584,-0.313594,-0.139894
357,2.654167,-0.314485,-0.135173
358,2.66175,-0.315083,-0.140705
359,2.669333,-0.315975,-0.128521
360,2.676917,-0.316632,-0.142946
361,2.6845,-0.31752,-0.122848
362,2.692083,-0.318149,-0.143256
363,2.699667,-0.319006,-0.11624
364,2.70725,-0.31966,-0.143651
365,2.714833,-0.320488,-0.110752
366,2.722417,-0.321232,-0.14428
367,2.73,-0.322016,-0.107528
368,2.737583,-0.322762,-0.141761
369,2.745167,-0.323491,-0.103929
370,2.75275,-0.324271,-0.138215
371,2.760334,-0.324976,-0.102566
372,2.767917,-0.325834,-0.135771
373,2.7755,-0.326513,-0.103435
374,2.783083,-0.327348,-0.129959
375,2.790667,-0.327987,-0.103531
376,2.79825,-0.328863,-0.124223
377,2.805833,-0.329487,-0.104193
378,2.813417,-0.330422,-0.119553
379,2.821,-0.331023,-0.106768
380,2.828583,-0.331938,-0.112838
381,2.836167,-0.332506,-0.107909
382,2.84375,-0.333451,-0.106294
383,2.851333,-0.334005,-0.10953
384,2.858917,-0.334993,-0.101239
385,2.8665,-0.335558,-0.11229
386,2.874084,-0.33648,-0.094662
387,2.881667,-0.33707,-0.113304
388,2.88925,-0.337964,-0.089306
389,2.896833,-0.338588,-0.113822
390,2.904417,-0.339489,-0.085834
391,2.912,-0.340153,-0.115433
392,2.919584,-0.340963,-0.081362
393,2.927167,-0.341677,-0.114805
394,2.93475,-0.342437,-0.077956
395,2.942333,-0.34321,-0.113114
396,2.949917,-0.343954,-0.0782
397,2.9575,-0.344783,-0.110341
398,2.965083,-0.345428,-0.077789
399,2.972667,-0.346295,-0.106063
400,2.98025,-0.34692,-0.078681
401,2.987833,-0.347822,-0.101731
402,2.995417,-0.348451,-0.081585
403,3.003,-0.349384,-0.09715
404,3.010583,-0.349943,-0.083312
405,3.018167,-0.350892,-0.091034
406,3.02575,-0.351438,-0.085564
407,3.033334,-0.352393,-0.085263
408,3.040917,-0.352982,-0.08959
409,3.0485,-0.353943,-0.080936
410,3.056083,-0.354486,-0.091572
411,3.063667,-0.355433,-0.0756
412,3.07125,-0.356002,-0.093381
413,3.078833,-0.356916,-0.070652
414,3.086417,-0.357516,-0.095005
415,3.094,-0.358448,-0.067736
416,3.101583,-0.359092,-0.096958
417,3.109167,-0.35992,-0.064237
418,3.11675,-0.360614,-0.097077
419,3.124333,-0.36138,-0.061534
420,3.131917,-0.36215,-0.096514
421,3.1395,-0.362905,-0.061457
422,3.147084,-0.363734,-0.095756
423,3.154667,-0.364376,-0.061093
424,3.16225,-0.365252,-0.091974
425,3.169833,-0.365852,-0.062683
426,3.177417,-0.366765,-0.087595
427,3.185,-0.367384,-0.066246
428,3.192584,-0.368328,-0.083619
429,3.200167,-0.368873,-0.068195
430,3.20775,-0.369834,-0.078752
431,3.215333,-0.370358,-0.070942
432,3.222917,-0.371332,-0.073374
433,3.2305,-0.371911,-0.07539
434,3.238083,-0.372891,-0.06928
435,3.245667,-0.373406,-0.077653
436,3.25325,-0.374383,-0.064099
437,3.260834,-0.374917,-0.080301
438,3.268417,-0.375864,-0.060084
439,3.276,-0.376484,-0.083944
