LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	Versuchsstand
Date	2022/07/30
Time	13:10:44,9027419090270996094
***End_of_Header***	
	
Channels	3			
Samples	264	264	264	
Date	2022/07/30	2022/07/30	2022/07/30	
Time	13:26:42,2024965286254882813	13:26:42,2024965286254882813	13:26:42,2024965286254882813	
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	1,000000	1,000000	
***End_of_Header***				
X_Value	time [s]	voltage [V]	current [A]	Comment
	124,163467	-0,253971	-1,845625E-5
	124,171600	-0,254075	-2,700393E-5
	124,179733	-0,254132	-3,114892E-5
	124,187866	-0,254123	-2,838098E-5
	124,195999	-0,254117	-2,997007E-5
	124,204132	-0,254056	-2,285786E-5
	124,212265	-0,254026	-2,535381E-5
	0,007583	6,882648E-6	5,470175E-5
	0,015167	-8,724871E-5	5,470175E-5
	0,022750	-0,000229	5,470175E-5
	0,030333	-0,000388	5,470175E-5
	0,037917	-0,000542	5,470175E-5
	0,045500	-0,000688	5,470175E-5
	0,053083	-0,000842	5,470175E-5
	0,060667	-0,000980	5,470175E-5
	0,068250	-0,001150	5,470175E-5
	0,075833	-0,001270	5,470175E-5
	0,083417	-0,001448	5,470175E-5
	0,091000	-0,001572	5,470175E-5
	0,098583	-0,001744	5,470175E-5
	0,106167	-0,001870	5,470175E-5
	0,113750	-0,002048	5,470175E-5
	0,121333	-0,002176	5,470175E-5
	0,128917	-0,002394	5,470175E-5
	0,136500	-0,002521	5,470175E-5
	0,144083	-0,002702	5,470175E-5
	0,151667	-0,002827	5,470175E-5
	0,159250	-0,002996	5,470175E-5
	0,166833	-0,003120	5,470175E-5
	0,174417	-0,003297	0,000547
	0,182000	-0,003418	0,000547
	0,189583	-0,003595	0,000547
	0,197167	-0,003723	0,000547
	0,204750	-0,003879	0,000547
	0,212333	-0,004030	0,000547
	0,219917	-0,004190	0,000547
	0,227500	-0,004326	0,000547
	0,235083	-0,004485	0,000547
	0,242667	-0,004628	0,000547
	0,250250	-0,004775	0,000547
	0,257833	-0,004932	0,000547
	0,265417	-0,005075	0,000547
	0,273000	-0,005234	0,000547
	0,280583	-0,005372	0,000547
	0,288167	-0,005546	0,000547
	0,295750	-0,005664	0,000547
	0,303333	-0,005841	0,000547
	0,310917	-0,005971	0,000547
	0,318500	-0,006141	0,000547
	0,326083	-0,006267	0,000547
	0,333667	-0,006437	0,000547
	0,341250	-0,006561	0,000547
	0,348833	-0,006738	0,000547
	0,356417	-0,006912	0,000547
	0,364000	-0,007099	0,000547
	0,371583	-0,007216	0,000547
	0,379167	-0,007395	0,000547
	0,386750	-0,007520	0,000547
	0,394333	-0,007684	0,000547
	0,401917	-0,007815	0,000547
	0,409500	-0,007987	0,000547
	0,417083	-0,008115	0,005459
	0,424667	-0,008285	0,005459
	0,432250	-0,008421	0,005459
	0,439833	-0,008582	0,005459
	0,447417	-0,008727	0,005459
	0,455000	-0,008880	0,005459
	0,462583	-0,009025	0,005459
	0,470167	-0,009175	0,005459
	0,477750	-0,009327	0,005459
	0,485333	-0,009470	0,005459
	0,492917	-0,009627	0,005459
	0,500500	-0,009764	0,005459
	0,508083	-0,009932	0,005459
	0,515667	-0,010063	0,005459
	0,523250	-0,010225	0,005459
	0,530833	-0,010372	0,005459
	0,538417	-0,010531	0,005459
	0,546000	-0,010673	0,005459
	0,553583	-0,010824	0,005459
	0,561167	-0,010969	0,005459
	0,568750	-0,011129	0,005459
	0,576333	-0,011273	0,005459
	0,583917	-0,011426	0,005459
	0,591500	-0,011622	0,005459
	0,599083	-0,011787	0,005459
	0,606667	-0,011911	0,005459
	0,614250	-0,012084	0,005459
	0,621833	-0,012210	0,005459
	0,629417	-0,012386	0,005459
	0,637000	-0,012519	0,005459
	0,644583	-0,012683	0,005459
	0,652167	-0,012811	0,054663
